_id,Title,URL,Provider,Cost,Public/DOD,Time Commitment (Hours),Certificate/Degree Program,Data Topic Area,Programming Language,Base of Operations,Barrier to Entry,Self Paced vs Instructor Led,Learning type,In person vs Remote,Comment,Helpfullness Rating,vote,voteCount
60dcc2b1681e780fe958cf22,Dive Into Python 3,http://www.diveintopython3.net/,diveintopython3.net,0,Public,,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Book,Remote,"Dive Into Python 3 covers Python 3 and its differences from Python 2. Compared to Dive Into Python, it’s about 20% revised and 80% new material.",0,0,0
60dcc2b1681e780fe958cf23,Build 10 Real World Python Applications,https://www.udemy.com/the-python-mega-course/,Udemy,129,Public,30,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,"Video, Interactive",Remote,Start Python from the basics and learn how to create 10 amazing and professional Python programs used in the real world!,0,0,0
60dcc2b1681e780fe958cf24,Python for You and Me,https://pymbook.readthedocs.io/en/latest/,Logo,0,Public,,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Text,Remote,"This is a simple book to learn Python programming language, it is for the programmers who are new to Python.",0,0,0
60dcc2b1681e780fe958cf25,Python Programming Beginner Tutorials,http://www.youtube.com/playlist?list=PL-osiE80TeTskrapNbzXhwoFUiLCjGgY7,YouTube,0,Public,15,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Video,Remote,"In these Python Beginner Tutorials, we will be learning the fundamentals of Python programming from the ground up. We will be learning how to: install/setup ...",0,0,0
60dcc2b1681e780fe958cf26,Python with O'Reilly Media,https://www.oreilly.com/,O'Reilly home,49,Public,,Certification,"Coding Tutorial, Tutorial",Python,Remote,,Self-paced,,Remote,"Gain technology and business knowledge and hone your skills with learning resources created and curated by O’Reilly’s experts: live online training, video, books, conferences, our platform has content from 200+ of the world’s best publishers.",0,0,0
60dcc2b1681e780fe958cf27,Introduction To Python Programming,https://www.udemy.com/pythonforbeginnersintro/,Udemy,0,Public,5,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Video,Remote,A Quick and Easy Intro into Python Programming,0,0,0
60dcc2b1681e780fe958cf28,The Python Guru,https://thepythonguru.com,The Python Guru,0,Public,,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Text,Remote,Start learning python from the basics to pro level. Everything you need to become proficient in python,100,1,1
60dcc2b1681e780fe958cf29,Practice Python Coding Challenges,http://www.practicepython.org/,practicepython.org,0,Public,,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Interactive,Remote,"Welcome to Practice Python! There are over 30 beginner Python exercises just waiting to be solved. Each exercise comes with a small discussion of a topic and a link to a solution. New exercise are posted monthly, so check back often, or follow on Feedly, Twitter, or your favorite RSS reader.",0,0,0
60dcc2b1681e780fe958cf2a,Developing Scalable Apps in Python,https://www.udacity.com/course/developing-scalable-apps-in-python--ud858,Udacity,0,Public,1000,No,"Coding Tutorial, Tutorial",Python,Remote,Advanced,Self-paced,Video,Remote,"You will learn about challenges of building applications that can serve hundreds of thousands of users, and how you can prepare for them as a developer.",0,0,0
60dcc2b1681e780fe958cf2b,Python For Everybody,https://www.coursera.org/specializations/python?siteID=q15T_SfRF14-CzdLQEINCubPbd4WtK9hvg&amp;ranEAID=q15T%2FSfRF14&amp;ranMID=40328&amp;ranSiteID=q15T_SfRF14-CzdLQEINCubPbd4WtK9hvg,Coursera,NaN,Public,100,Yes,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Video,Remote,"Python for Everybody from University of Michigan. This Specialization builds on the success of the Python for Everybody course and will introduce fundamental programming concepts including data structures, networked application program ...",0,0,0
60dcc2b1681e780fe958cf2c,Python for Informatics: Exploring Information,http://www.pythonlearn.com/book.php,pythonlearn.com,0,Public,,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Book,Remote,The goal of this book is to provide an Informatics-oriented introduction to programming. The primary difference between a computer science approach and the Informatics approach taken in this book is a greater focus on using Python to solve data analysis problems common in the world of Informatics.,0,0,0
60dcc2b1681e780fe958cf2d,The Hitchhiker’s Guide to Python,https://docs.python-guide.org,docs.python-guide.org,0,Public,,No,"Coding Tutorial, Tutorial",Python,Remote,All,Self-paced,Text,Remote,"An opinionated guide to the Python programming language and a best practice handbook to the installation, configuration, and usage of Python on a daily basis.",0,0,0
60dcc2b1681e780fe958cf2e,Beginner Course for Python Programming,https://www.dataquest.io/course/python-for-data-science-fundamentals,Dataquest,0,Public,,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Text,Remote,Learn Python and R for data science. Learn by coding and working with data in your browser. Build your portfolio with projects and become a data scientist.,0,0,0
60dcc2b1681e780fe958cf2f,Python for You and Me,https://pymbook.readthedocs.io/en/latest/,Logo,0,Public,,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Text,Remote,"This is a simple book to learn Python programming language, it is for the programmers who are new to Python.",0,0,0
60dcc2b1681e780fe958cf30,Python Practice Book,https://anandology.com/python-practice-book/,anandology.com,0,Public,,No,"Coding Tutorial, Tutorial",Python,Remote,Beginner,Self-paced,Text,Remote,Welcome to Python Practice Book.,0,0,0
60dcc2b1681e780fe958cf31,R Programming For Absolute Beginners,https://www.udemy.com/r-programming-course-for-absolute-beginners,udemy.com,39,Public,10,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Video,Remote,Learn the basics of writing code in R - your first step to become a data scientist,0,0,0
60dcc2b1681e780fe958cf32,Introduction to R,https://academy.vertabelo.com/course/introduction-to-r,Vertabelo Academy,39,Public,15,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Interactive,Remote,"Discover the hottest programming language, and learn how to mine tough data faster and more effectively. No IT background needed. This interactive intro to R course covers all the basics of R you need to know to mine tough data and perform data analysis.",0,0,0
60dcc2b1681e780fe958cf33,R Programming for Absolute Beginners,https://www.eduonix.com/courses/Software-Development/r-programming-for-absolute-beginners,www.eduonix.com,0,Public,,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Video,Remote,R programming language is very popular among data scientist for handling tons of statistical data with ease. Buy Free R programming course & master r basics now,0,0,0
60dcc2b1681e780fe958cf34,R Programming for Beginners,https://www.youtube.com/watch?v=OwR-qlxBSXU,YouTube,0,Public,2,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Video,Remote,"The contents of my postings will be related to data science, statistical programming, quantitative finance, and relevant topics. I will try to strike a balance between theory and application.",0,0,0
60dcc2b1681e780fe958cf35,"Practical Data Science with R, Second Edition",https://www.manning.com/books/practical-data-science-with-r-second-edition,Manning Publications,49,Public,,No,"Coding Tutorial, Tutorial",R,Remote,Intermediate,Self-paced,Book,Remote,"A detailed, well explained book to the real life practice of data science techniques.",0,0,0
60dcc2b1681e780fe958cf36,Learn R,https://www.codecademy.com/learn/learn-r,Codecademy,0,Public,20,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,"Text, Interactive",Remote,"R is a popular language used by data scientists and researchers. If you are working with data, R is a fantastic language to learn.",0,0,0
60dcc2b1681e780fe958cf37,Cookbook for R,http://cookbook-r.com,cookbook-r.com,0,Public,,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Text,Remote,"This site is powered by knitr and Jekyll. If you find any errors, please email winston@stdout.org",0,0,0
60dcc2b1681e780fe958cf38,Learn R,https://renkun.me/,Logo,0,Public,,No,"Coding Tutorial, Tutorial",R,Remote,All,Self-paced,Text,Remote,"Finally I set up my blog website hosted by GitHub Pages. It is quite amazing to create a website totally for free. After some trial and error, now I come up with a stable workflow to publish my work, introductory materials, and random thoughts online.",0,0,0
60dcc2b1681e780fe958cf39,Start Here to Learn R,https://www.r-exercises.com/2016/07/22/start-here-to-learn-r/,r-exercises.com,0,Public,,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Text,Remote,"On R-exercises, you will find hundreds of exercises that will help you to learn R. We’ve bundled them into exercise sets, where each set covers a specific concept or function. An exercise set typically contains about 10 exercises, progressing from easy to somewhat more difficult. In order to give yo…",0,0,0
60dcc2b1681e780fe958cf3a,Advanced R,http://adv-r.had.co.nz/,adv-r.had.co.nz,0,Public,,No,"Coding Tutorial, Tutorial",R,Remote,Advanced,Self-paced,Text,Remote,"This is the companion website for “Advanced R”, a book in Chapman & Hall’s R Series. The book is designed primarily for R users who want to improve their programming skills and understanding of the language. It should also be useful for programmers coming to R from other languages, as it explains some of R’s quirks and shows how some parts that seem horrible do have a positive side.",0,0,0
60dcc2b1681e780fe958cf3b,Introduction to R Programming,http://cecilialee.github.io/blog/2017/12/05/intro-to-r-programming.html,Data Science Journal,0,Public,,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Text,Remote,"This is a detailed step-by-step introduction to R programming. Starting with the two major reasons to learn R for Data Science, it will guide you tough the installation process, and prepare you for the basics of R: arithmetics, variables assignment, data types, functions, and documentations.",0,0,0
60dcc2b1681e780fe958cf3c,R in Action,https://www.manning.com/books/r-in-action-second-edition?a_aid=gitconnected,Manning Publications,47,Public,,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Book,Remote,"Essential to anyone doing data analysis with R, whether in industry or academia.",0,0,0
60dcc2b1681e780fe958cf3d,R Programming - Wikibooks,https://en.wikibooks.org/wiki/R_Programming,"Wikibooks, open books for an open world",0,Public,,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Text,Remote,"Editor’s note
This book is still under development. Please help us!",0,0,0
60dcc2b1681e780fe958cf3e,Quick R,https://www.statmethods.net/,statmethods.net,0,Public,,No,"Coding Tutorial, Tutorial",R,Remote,Intermediate,Self-paced,Text,Remote,"R is an elegant and comprehensive statistical and graphical programming language. Unfortunately, it can also have a steep learning curve. I created this website for both current R users, and experienced users of other statistical packages (e.g., SAS, SPSS, Stata) who would like to transition to R. My goal is to help you quickly access this language in your work.",0,0,0
60dcc2b1681e780fe958cf3f,R by Example,http://www.mayin.org/ajayshah/KB/R/index.html,mayin.org,0,Public,,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Text,Remote,,0,0,0
60dcc2b1681e780fe958cf40,The R Manuals,https://cran.r-project.org/manuals.html,cran.r-project.org,0,Public,,No,"Coding Tutorial, Tutorial",R,Remote,All,Self-paced,Text,Remote,"he following manuals for R were created on Debian Linux and may differ from the manuals for Mac or Windows on platform-specific pages, but most parts will be identical for all platforms. The correct version of the manuals for each platform are part of the respective R installations. The manuals change with R, hence we provide versions for the most recent released R version (R-release), a very current version for the patched release version (R-patched) and finally a version for the forthcoming R version that is still in development (R-devel).",0,0,0
60dcc2b1681e780fe958cf41,Introduction to R,https://www.datacamp.com/courses/free-introduction-to-r,DataCamp,0,Public,4,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Video,Remote,DataCamp’s Into to R training course teaches you how to use R programming for data science at your own pace with video tutorials & interactive challenges.,0,0,0
60dcc2b1681e780fe958cf42,R Programming A-Z,https://www.udemy.com/r-programming/,Udemy,89,Public,11,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Video,Remote,"Learn Programming In R And R Studio. Data Analytics, Data Science, Statistical Analysis, Packages, Functions, GGPlot2",0,0,0
60dcc2b1681e780fe958cf43,R Programming Tutorials,http://www.youtube.com/playlist?list=PL6gx4Cwl9DGCzVMGCPi1kwvABu7eWv08P,YouTube,0,Public,2,No,"Coding Tutorial, Tutorial",R,Remote,Beginner,Self-paced,Video,Remote,Official playlist for thenewboston R Programming Tutorials!,0,0,0
60dcc2b1681e780fe958cf44,Learn Ruby the Hard Way,https://learnrubythehardway.org/book/,Learn Ruby The Hard Way,0,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Text,Remote,"Welcome to Learn Ruby the Hard Way, 3rd Edition. You can visit the companion site to the book at http://learnrubythehardway.org/ where you can purchase digital downloads and paper versions of the book. The free HTML version of the book is available at http://learnrubythehardway.org/book/.",0,0,0
60dcc2b1681e780fe958cf45,Learn Ruby Interactive,https://www.codecademy.com/learn/learn-ruby,Codecademy,0,Public,10,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,"Video, Interactive",Remote,"Learn Ruby, a ﬂexible language used to create sites like Codecademy. Ruby is a powerful language for professional web apps all over the world. Discover Ruby arrays - a fundamental pillar of Ruby.",0,0,0
60dcc2b1681e780fe958cf46,Teach Kids to Code,https://mrdougwright.gitbooks.io/rubykin/content/,RubyKin,0,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,"Text, Interactive",Remote,"Teach kids to code, with Ruby!",0,0,0
60dcc2b1681e780fe958cf47,Programming Ruby,http://ruby-doc.com/docs/ProgrammingRuby/,ruby-doc.com,0,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Intermediate,Self-paced,Text,Remote,"This book is a tutorial and reference for the Ruby programming language. Use Ruby, and you'll write better code, be more productive, and enjoy programming more.",0,0,0
60dcc2b1681e780fe958cf48,Poignant Guide to Ruby,http://poignant.guide/book/,mislav.uniqpath.com,0,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Text,Remote,This is just a small Ruby book. It won’t crush you. It’s light as a feather (because I haven’t finished it yet—hehe). And there’s a reason this book will stay light: because Ruby is simple to learn.,0,0,0
60dcc2b1681e780fe958cf49,"The Well-Grounded Rubyist, Third Edition",https://www.manning.com/books/the-well-grounded-rubyist-third-edition?a_aid=gitconnected,Manning Publications,49,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Book,Remote,A deep and thorough dive into the Ruby programming language.,0,0,0
60dcc2b1681e780fe958cf4a,Ruby Programming Tutorials,http://www.youtube.com/playlist?list=PL1512BD72E7C9FFCA,YouTube,0,Public,3,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Video,Remote,thenewboston Official Playlist for Ruby Programming Tutorials!,0,0,0
60dcc2b1681e780fe958cf4b,Core Ruby Programming,http://rubylearning.com/satishtalim/tutorial.html,RubyLearning.com,0,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Text,Remote,"Ruby Study Notes - Best Ruby Guide, Ruby Tutorial",0,0,0
60dcc2b1681e780fe958cf4c,Ruby in 20 Minutes,https://www.ruby-lang.org/en/documentation/quickstart/,ruby-lang.org,0,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Text,Remote,This is a small Ruby tutorial that should take no more than 20 minutes to complete. It makes the assumption that you already have Ruby installed.,,,
60dcc2b1681e780fe958cf4d,Ruby Programming Tutorials,http://www.youtube.com/playlist?list=PLMK2xMz5H5Zv8eC8b4K6tMaE1-Z9FgSOp,YouTube,0,Public,8,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Video,Remote,Tutorials on Ruby Programming. Learn to code with these easy to follow video instructions.,0,0,0
60dcc2b1681e780fe958cf4e,Comprehensive Ruby Programming,https://www.udemy.com/comprehensive-ruby-programming-tutorial/,Udemy,39,Public,11,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Video,Remote,"Learn how to program in the Ruby programming language, starting from scratch and moving to advanced coding techniques.",0,0,0
60dcc2b1681e780fe958cf4f,One Month Ruby,https://onemonth.com/courses/ruby,onemonth.com,199,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Video,Remote,How to Learn Ruby in 30 Days with Mattan Griffel,0,0,0
60dcc2b1681e780fe958cf50,Ruby Wizardry: An Introduction to Programming for Kids,https://nostarch.com/rubywizardry,Home,29,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Book,Remote,Ruby Wizardry is a modern-day fairy tale that teaches programming skills kids can use.,0,0,0
60dcc2b1681e780fe958cf51,Ruby Tutorial,https://www.cosmiclearn.com/ruby/,COSMICLEARN.COM,0,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Text,Remote,"Perl Tutorial - Learn Perl Classes, Exceptions, Multiteading, I/O and more",0,0,0
60dcc2b1681e780fe958cf52,Intro to Ruby,https://flatironschool.com/free-courses/learn-ruby/,Flatiron School,0,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Interactive,Remote,Learn Ruby for beginners – for free – with Flatiron School’s online coding course.,0,0,0
60dcc2b1681e780fe958cf53,Ruby Programming,https://www.theodinproject.com/courses/ruby-programming,The Odin Project,0,Public,,No,"Coding Tutorial, Tutorial",Ruby,Remote,Beginner,Self-paced,Text,Remote,The Odin Project empowers aspiring web developers to learn together,0,0,0
60dcc2b1681e780fe958cf54,SAS Programmer,https://www.coursera.org/professional-certificates/sas-programming,SAS,399,Public,4 hours/week,Yes,"Coding Tutorial, ",SAS,California,Beginner,Self Paced,"Video, Text",Remote,,0,0,0
60dcc2b1681e780fe958cf55,SAS Advanced Programmer,https://www.coursera.org/professional-certificates/sas-advanced-programmer,SAS,399,Public,4 hours/week,Yes,"Coding Tutorial, ",SAS,California,Intermediate,Self Paced,"Video, Text",Remote,,0,0,0
60dcc2b1681e780fe958cf56,Getting Started with SAS Programming,https://www.coursera.org/learn/sas-programming-basics,SAS,399,Public,22,No,"Coding Tutorial, ",SAS,California,Beginner,Self Paced,"Video, Text",Remote,,0,0,0
60dcc2b1681e780fe958cf57,Advanced SAS Programming Techniques,https://www.coursera.org/learn/advanced-sas-programming-techniques,SAS,399,Public,17,No,"Coding Tutorial, ",SAS,California,Intermediate,Self Paced,"Video, Text",Remote,,0,0,0
60dcc2b1681e780fe958cf58,SAS Online Training,https://www.sas.com/en_us/training/offers/free-training.html,SAS,NaN,Public,,No,"Coding Tutorial, Basic Computer Skills, Programming Basics, General SAS Knowledge",SAS,United States,,Self Paced,"Video, Interactive, Classroom",Remote,This is the hub for the main source of SAS education and trainings.,0,0,0
60dcc2b1681e780fe958cf59,VB.NET with VS 2017 and Windows Forms ,https://www.udemy.com/course/mastervbdotnet/?gclid=Cj0KCQjwh_eFBhDZARIsALHjIKdU63FJlMKbOXt5djX3UUHoTTlvNqUbreAtiSkxvE0ho6NVe7yb0aAl1vEALw_wcB&matchtype=b&utm_campaign=LongTail_la.EN_cc.US&utm_content=deal4584&utm_medium=udemyads&utm_source=adwords&utm_term=_._ag_81829952587_._ad_386503444264_._kw_%2Bvisual+%2Bstudio+%2Btraining_._de_c_._dm__._pl__._ti_aud-669140681723%3Akwd-358969234314_._li_9007733_._pd__._,Udemy ,99,Public,3,No,"Coding Tutorial, Programming Basics ",Visual Studio ,Online,Beginner,Self Paced,Video,Remote,,0,0,0
60dcc2b1681e780fe958cf5a,Programming Loops vs Recursion - Computerphile,https://www.youtube.com/watch?v=HXNhEYqFo0o,youtube,0,Public,<1,No,"Coding Tutorial, Programming Basics",,United States,Beginner,Self Paced,Video,Remote,,0,0,4
60dcc2b1681e780fe958cf5b,freecodecamp,https://www.freecodecamp.org/learn,freecodecamp,0,Public,300,Certificate,"Coding Tutorial, Statistics, Machine Learning, Database, Visualization, Data Science, Programming Basics",Multiple Languages,United States,Multiple Barriers/Difficulty ramps,Self Paced,"Video, Texts, Interactive",Remote,300 hours per certificate,0,0,0
60dcc2b1681e780fe958cf5c,Learn HTML and CSS in 30 Days,http://www.youtube.com/playlist?list=PLgGbWId6zgaWZkPFI4Sc9QXDmmOWa1v5F,YouTube,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced,Video,Remote,"Even if your goal is not to become a web designer, learning HTML and CSS can be an amazing tool to have in your skill-set – both in the workplace, and at hom...",0,0,0
60dcc2b1681e780fe958cf5d,Making Web Pages with HTML and CSS,https://www.khanacademy.org/computing/computer-programming/html-css,Khan Academy,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced,Video,Remote,"Learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. Khan Academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.",,,
60dcc2b1681e780fe958cf5e,Dive Into HTML5,http://ww7.diveintohtml5.net/,diveintohtml5.net,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced, ,Remote,See related links to what you are looking for.,,,
60dcc2b1681e780fe958cf5f,Learn HTML and CSS,https://www.codecademy.com/learn/learn-html,Codecademy,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced,Interactive,Remote,"Learn basic HTML, including how to place text on a page, add images & videos, and share data in HTML tables. This is the first step in creating web pages to help you tweak your website and more.",0,0,0
60dcc2b1681e780fe958cf60,HTML5 Coding Tutorials,http://www.youtube.com/playlist?list=PL081AC329706B2953,YouTube,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced,Video,Remote,thenewboston Official HTML5 Coding Tutorials Playlist!,0,0,0
60dcc2b1681e780fe958cf61,HTML Beginner Coding Tutorial,http://htmldog.com/guides/html/,HTML Dog,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced, ,Remote,,0,0,0
60dcc2b1681e780fe958cf62,"HTML, CSS, and JavaScript",https://www.coursera.org/specializations/full-stack-mobile-app-development?siteID=q15T_SfRF14-3VqCz_Ady0C0GYI6Jlup7Q&amp;ranEAID=q15T%2FSfRF14&amp;ranMID=40328&amp;ranSiteID=q15T_SfRF14-3VqCz_Ady0C0GYI6Jlup7Q,Coursera,0,Public, ,Yes,"Web Development, Tutorial",HTML,Remote,,Self-paced,Video,Remote,"Full Stack Web and Multiplatform Mobile App Development from The Hong Kong University of Science and Technology. Learn front-end and hybrid mobile development, with server-side support, for implementing a multi-platform solution. The first two ...",0,0,0
60dcc2b1681e780fe958cf63,HTML5 Coding Tutorial,https://www.w3schools.com/HTML/,w3schools.com,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced, ,Remote,,0,0,0
60dcc2b1681e780fe958cf64,HTML5 Coding Essentials and Best Practices,https://www.edx.org/course/html5-coding-essentials-and-best-practices,edX,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced,Video,Remote,Learn how to write Web pages and Web sites by mastering HTML5 coding techniques and best practices.,0,0,0
60dcc2b1681e780fe958cf65,Projects in HTML5,https://www.udemy.com/projects-in-html5/,Udemy,NaN,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced,"Video, Interactive",Remote,Learn HTML5 and JavaScript by Building 10 Projects,,,
60dcc2b1681e780fe958cf66,Real World Coding in HTML & CSS,https://www.udemy.com/web-design-for-beginners-real-world-coding-in-html-css/,Udemy,NaN,Public, ,No,"Web Development, Tutorial",HTML,Remote,Beginner,Self-paced,Video,Remote,"Launch a career as a web designer by learning HTML5, CSS3, responsive design, Sass, cross device compatibility and more!",0,0,0
60dcc2b1681e780fe958cf67,Introduction to HTML5,https://www.coursera.org/learn/html?siteID=q15T_SfRF14-6kjgSQJBto338s6ZMaMqSA&amp;ranEAID=q15T%2FSfRF14&amp;ranMID=40328&amp;ranSiteID=q15T_SfRF14-6kjgSQJBto338s6ZMaMqSA,Coursera,0,Public, ,Yes,"Web Development, Tutorial",HTML,Remote,,Self-paced,Video,Remote,"Introduction to HTML5 from University of Michigan. Thanks to a growing number of software programs, it seems as if anyone can make a webpage. But what if you actually want to understand how the page was created? There are great textbooks and ...",,,
60dcc2b1681e780fe958cf68,Introduction to HTML,https://scrimba.com/g/ghtml,Scrimba,NaN,Public, ,No,"Web Development, Tutorial",HTML,Remote,Beginner,Self-paced, ,Remote,Learn the basics in less than an hour,0,0,0
60dcc2b1681e780fe958cf69,HTML and CSS is Hard,https://internetingishard.com/html-and-css/,Interneting Is Hard,NaN,Public, ,No,"Web Development, Tutorial",HTML,Remote,Beginner,Self-paced,Book,Remote,A free web development Coding Tutorial for complete beginners,0,0,0
60dcc2b1681e780fe958cf6a,HTML5 Basics ,http://www.youtube.com/playlist?list=PLqGj3iMvMa4KlJn1pMYPVV3eYzxJlWcON,YouTube,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced,Video,Remote,How to HTML Guys! Learn about HTML from the very basics. You don’t need to have any knowledge about coding to understand this series. It is a first look at t...,0,0,0
60dcc2b1681e780fe958cf6b,HTML5 and CSS3,https://html5andcss3.org/,CSS3 Coding Tutorial,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced, ,Remote,Html5 and Css3 Coding Tutorial has been developed for those who is at the initial stage of learning HTML5. A beginner may have solid understanding with it’s examples and demos.,0,0,0
60dcc2b1681e780fe958cf6c,HTML5 taught by W3C,https://www.edx.org/professional-certificate/front-end-web-developer-9,edX,NaN,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced, ,Remote,"Master the foundational programming languages for Web development, HTML5, CSS and JavaScript, to gain skills in one of the fastest growing careers.",,,
60dcc2b1681e780fe958cf6d,HTML Coding Tutorial by Mozilla Developer Network,https://developer.mozilla.org/en-US/docs/Learn/HTML,MDN Web Docs,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced, ,Remote,"To build websites, you should know about HTML — the fundamental technology used to define the structure of a webpage. HTML is used to specify whether your web content should be recognized as a paragraph, list, heading, link, image, multimedia player, form, or one of many other available elements or …",0,0,0
60dcc2b1681e780fe958cf6e,HTML and CSS Coding Tutorial,https://marksheet.io,MarkSheet,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced, ,Remote,"MarkSheet is a free Coding Tutorial to learn HTML and CSS. It’s short (just as long as a 50 page book), simple (for everyone: beginners, designers, developers), and free (as in ‘free beer’ and ‘free speech’). It consists of 50 lessons across 4 chapters, covering the Web, HTML5, CSS3, and Sass.",0,0,0
60dcc2b1681e780fe958cf6f,Learn HTML5 and CSS3,https://www.theodinproject.com/courses/html5-and-css3,The Odin Project The Odin Project The Odin Project,NaN,Public, ,No,"Web Development, Tutorial",HTML,Remote,Beginner,Self-paced, ,Remote,The Odin Project empowers aspiring web developers to learn together,,,
60dcc2b1681e780fe958cf70,Comprehensive HTML 5 Coding Tutorial,https://www.bitdegree.org/course/html5-Coding Tutorial,"Copyright © 2019 BitDegree.org | [email protected]",NaN,Public, ,No,"Web Development, Tutorial",HTML,Remote,Beginner,Self-paced,Video,Remote,Looking for a beginner HTML5 Coding Tutorial? Learn HTML5 with this easy to follow HTML5 Coding Tutorial made by experts & master HTML coding basics today!,0,0,0
60dcc2b1681e780fe958cf71,Web Development Essentials for Absolute Beginners,https://www.udemy.com/course/web-development-essentials-for-absolute-beginners/,Udemy,NaN,Public, ,No,"Web Development, Tutorial",HTML,Remote,Beginner,Self-paced,Video,Remote,Beginners guide to HTML and CSS  and essential tools for creating your own website,,,
60dcc2b1681e780fe958cf72,Learn HTML5 Programming For Beginners,https://www.eduonix.com/courses/Web-Development/Learn-HTML5-Programming-For-Beginners,www.eduonix.com,NaN,Public, ,No,"Web Development, Tutorial",HTML,Remote,Beginner,Self-paced,Video,Remote,"In this html5 free course, learn how to build an amazing website from scratch. Enroll in this html5 programming course & become a professional developer now",,,
60dcc2b1681e780fe958cf73,HTML5 Canvas,https://www.oreilly.com/,O'Reilly home,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced, ,Remote,"Gain technology and business knowledge and hone your skills with learning resources created and curated by O’Reilly’s experts: live online training, video, books, conferences, our platform has content from 200+ of the world’s best publishers.",0,0,0
60dcc2b1681e780fe958cf74,HTML5 Introduction,https://www.edx.org/course/html5-and-css-fundamentals-2,edX,0,Public, ,No,"Web Development, Tutorial",HTML,Remote,,Self-paced,Video,Remote,"Learn how to build Web sites using HTML5 and basic CSS, directly from W3C, creator of the latest Web standards.",,,
